subID,domEyeR,threshStHi,threshStLo,thresh,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
14,1,0.31181,0.23408,0.27294,1,5,133,1,0,1,1,1,1,1.4901
14,1,0.31181,0.23408,0.27294,2,28,108,1,0,0,0,1,1,1.2797
14,1,0.31181,0.23408,0.27294,3,31,0,1,1,1,1,0,0,5.0085
14,1,0.31181,0.23408,0.27294,4,31,0,1,1,1,1,0,0,5.0052
14,1,0.31181,0.23408,0.27294,5,27,104,0,0,1,1,1,1,1.5523
14,1,0.31181,0.23408,0.27294,6,21,109,0,0,1,1,1,1,1.4809
14,1,0.31181,0.23408,0.27294,7,31,0,1,1,1,1,0,0,5.0079
14,1,0.31181,0.23408,0.27294,8,18,117,0,0,1,1,1,1,1.3432
14,1,0.31181,0.23408,0.27294,9,10,128,0,0,0,0,1,1,1.1362
14,1,0.31181,0.23408,0.27294,10,7,127,1,0,0,0,1,1,1.3416
14,1,0.31181,0.23408,0.27294,11,11,123,1,1,1,1,1,1,1.274
14,1,0.31181,0.23408,0.27294,12,9,129,0,1,1,1,1,1,1.46
14,1,0.31181,0.23408,0.27294,13,11,125,0,1,1,1,1,1,1.4912
14,1,0.31181,0.23408,0.27294,14,31,0,1,1,1,1,0,0,5.0009
14,1,0.31181,0.23408,0.27294,15,3,133,0,1,1,1,1,1,1.4436
14,1,0.31181,0.23408,0.27294,16,28,100,0,1,1,1,1,1,1.2483
14,1,0.31181,0.23408,0.27294,17,20,115,0,1,1,1,1,1,1.7038
14,1,0.31181,0.23408,0.27294,18,22,111,1,0,0,0,1,1,1.3516
14,1,0.31181,0.23408,0.27294,19,31,0,1,1,1,1,0,0,5.0106
14,1,0.31181,0.23408,0.27294,20,6,129,0,0,1,1,1,1,1.9259
14,1,0.31181,0.23408,0.27294,21,30,96,1,1,1,1,1,1,1.2398
14,1,0.31181,0.23408,0.27294,22,13,118,1,1,1,1,1,1,1.971
14,1,0.31181,0.23408,0.27294,23,25,106,1,1,1,1,1,1,1.3276
14,1,0.31181,0.23408,0.27294,24,27,106,1,0,1,1,1,1,1.5486
14,1,0.31181,0.23408,0.27294,25,12,117,0,1,1,1,1,1,1.5755
14,1,0.31181,0.23408,0.27294,26,6,129,1,1,1,1,1,1,1.467
